articleID,url,title,createTime,positive_total,negative_total,total,positive_percent,negative_percent
372,https://www.mobile01.com/topicdetail.php?f=454&t=6153323,日月光延平南路建案,2020-07-29 11:29,1,1,2,0.5,0.5
373,https://www.mobile01.com/topicdetail.php?f=454&t=6153717,"好奇詢問萬華龍山寺 ""安家2more"" 管理費為什麼那麼高？",2020-07-29 21:02,0,2,2,0.0,1.0
374,https://www.mobile01.com/topicdetail.php?f=454&t=6147177,賣掉換新房還是重新裝潢,2020-07-21 15:46,6,7,13,0.46153846153846156,0.5384615384615384
375,https://www.mobile01.com/topicdetail.php?f=454&t=6135178,大安區樂業街72巷敦南好好,2020-07-06 15:40,6,10,16,0.375,0.625
376,https://www.mobile01.com/topicdetail.php?f=454&t=6013475,.,2020-02-01 08:56,6,10,16,0.375,0.625
377,https://www.mobile01.com/topicdetail.php?f=454&t=5476175,馬明潭萬坪基地大案-冠德微山丘,2018-06-01 11:59,11,28,39,0.28205128205128205,0.717948717948718
378,https://www.mobile01.com/topicdetail.php?f=454&t=6142923,松山區八德路-松菸墨香，廣告少但大家值得參考的！,2020-07-16 02:16,10,23,33,0.30303030303030304,0.696969696969697
379,https://www.mobile01.com/topicdetail.php?f=454&t=5819507,北投房屋選擇,2019-06-13 19:01,34,57,91,0.37362637362637363,0.6263736263736264
380,https://www.mobile01.com/topicdetail.php?f=454&t=5858708,北市老公寓與新北舊大樓的選擇,2019-07-30 10:14,43,62,105,0.4095238095238095,0.5904761904761905
381,https://www.mobile01.com/topicdetail.php?f=454&t=6066471,華固新天地,2020-04-11 08:42,5,6,11,0.45454545454545453,0.5454545454545454
382,https://www.mobile01.com/topicdetail.php?f=454&t=5961903,北投士林科技園區,2019-11-27 22:15,9,10,19,0.47368421052631576,0.5263157894736842
383,https://www.mobile01.com/topicdetail.php?f=454&t=6148598,統創緻,2020-07-23 10:08,0,5,5,0.0,1.0
384,https://www.mobile01.com/topicdetail.php?f=454&t=1049908,捷運萬隆站附近的房子,2009-05-11 11:01,54,129,183,0.29508196721311475,0.7049180327868853
385,https://www.mobile01.com/topicdetail.php?f=454&t=6148481,和九昱建設公司已達成和解,2020-07-23 06:07,0,1,1,0.0,1.0
386,https://www.mobile01.com/topicdetail.php?f=454&t=6146962,北漂念書！一查「房租」嚇傻：對不起爸媽網也感嘆,2020-07-21 11:40,8,10,18,0.4444444444444444,0.5555555555555556
387,https://www.mobile01.com/topicdetail.php?f=454&t=6146439,"年輕人租台北市店面做生意,穩死啦!",2020-07-20 16:43,2,2,4,0.5,0.5
388,https://www.mobile01.com/topicdetail.php?f=454&t=6145692,關於靠近捷運軌道的物件,2020-07-19 18:11,2,3,5,0.4,0.6
389,https://www.mobile01.com/topicdetail.php?f=454&t=3495057,青年人的悲哀,2013-08-10 00:26,95,178,273,0.34798534798534797,0.652014652014652
390,https://www.mobile01.com/topicdetail.php?f=454&t=5532089,石牌市場住商大樓動工，周遭房價波動,2018-08-03 08:55,9,7,16,0.5625,0.4375
391,https://www.mobile01.com/topicdetail.php?f=454&t=6145352,木柵/新店在地建商,2020-07-19 10:29,0,1,1,0.0,1.0
392,https://www.mobile01.com/topicdetail.php?f=454&t=6143862,石牌捷運站附近竟然有總價1180萬的新成屋耶,2020-07-17 09:11,2,1,3,0.6666666666666666,0.3333333333333333
393,https://www.mobile01.com/topicdetail.php?f=454&t=6143523,天母新建案,2020-07-16 18:09,1,0,1,1.0,0.0
394,https://www.mobile01.com/topicdetail.php?f=454&t=6007430,松山區新建案,2020-01-21 00:23,7,5,12,0.5833333333333334,0.4166666666666667
395,https://www.mobile01.com/topicdetail.php?f=454&t=6140907,喜歡的社區，但不知道有沒有人想賣，請問你會怎麼做？,2020-07-13 22:00,4,7,11,0.36363636363636365,0.6363636363636364
396,https://www.mobile01.com/topicdetail.php?f=454&t=6140952,台北市的道路用地行情,2020-07-13 22:53,3,0,3,1.0,0.0
397,https://www.mobile01.com/topicdetail.php?f=454&t=6135692,請問有人看過萬華桂林路都美艷建案嗎?,2020-07-07 10:12,3,2,5,0.6,0.4
398,https://www.mobile01.com/topicdetail.php?f=454&t=6122500,老舊公寓都更條件，是否適宜？,2020-06-20 08:54,3,6,9,0.3333333333333333,0.6666666666666666
399,https://www.mobile01.com/topicdetail.php?f=454&t=6136364,哪裡可以買到 寵物家具,2020-07-08 02:46,2,0,2,1.0,0.0
400,https://www.mobile01.com/topicdetail.php?f=454&t=6000121,松蔦青語-八德路四段近松山站2號出口,2020-01-10 14:13,9,9,18,0.5,0.5
401,https://www.mobile01.com/topicdetail.php?f=454&t=6079888,士林區 福林橋 兩邊都有動工的新建案 有人知道是什麼物件嗎?,2020-04-28 13:14,3,2,5,0.6,0.4
402,https://www.mobile01.com/topicdetail.php?f=454&t=6061043,求推薦台北搬家公司,2020-04-03 21:10,10,10,20,0.5,0.5
403,https://www.mobile01.com/topicdetail.php?f=454&t=6065819,透天住宅自地自建,2020-04-10 11:34,4,7,11,0.36363636363636365,0.6363636363636364
404,https://www.mobile01.com/topicdetail.php?f=454&t=3284114,中山國小到站就到家 忠泰M,2013-03-31 23:57,8,12,20,0.4,0.6
405,https://www.mobile01.com/topicdetail.php?f=454&t=1460350,請問北市內湖士林景美的居住心得？,2010-03-12 09:51,11,25,36,0.3055555555555556,0.6944444444444444
406,https://www.mobile01.com/topicdetail.php?f=454&t=6132303,知名建商推的案子真的比較有保障嗎？,2020-07-02 16:39,11,8,19,0.5789473684210527,0.42105263157894735
407,https://www.mobile01.com/topicdetail.php?f=454&t=6122992,【快訊】北市加碼多1000 振興券台北市敬老/愛心卡優惠方案,2020-06-20 17:14,9,28,37,0.24324324324324326,0.7567567567567568
408,https://www.mobile01.com/topicdetail.php?f=454&t=6062171,重慶北路二段隆大郡望,2020-04-05 19:13,1,4,5,0.2,0.8
409,https://www.mobile01.com/topicdetail.php?f=454&t=5989276,危老重建,2019-12-28 19:43,6,9,15,0.4,0.6
410,https://www.mobile01.com/topicdetail.php?f=454&t=6112234,宏築信義-簡單看屋心得,2020-06-08 13:04,5,5,10,0.5,0.5
411,https://www.mobile01.com/topicdetail.php?f=454&t=6135141,請益,2020-07-06 14:49,2,0,2,1.0,0.0
412,https://www.mobile01.com/topicdetail.php?f=454&t=6128494,關於南港 舊庄街一段的房子,2020-06-27 22:19,4,3,7,0.5714285714285714,0.42857142857142855
413,https://www.mobile01.com/topicdetail.php?f=454&t=2801278,內湖五期遠雄米蘭苑價格？,2012-06-19 17:56,2,5,7,0.2857142857142857,0.7142857142857143
414,https://www.mobile01.com/topicdetail.php?f=454&t=6134658,中山區台北之冠與境峰之評價,2020-07-05 21:41,1,0,1,1.0,0.0
415,https://www.mobile01.com/topicdetail.php?f=454&t=4797812,我以後不買華固的預售屋了,2016-05-11 23:56,30,52,82,0.36585365853658536,0.6341463414634146
416,https://www.mobile01.com/topicdetail.php?f=454&t=6125888,151717182828,2020-06-24 12:05,8,7,15,0.5333333333333333,0.4666666666666667
417,https://www.mobile01.com/topicdetail.php?f=454&t=6132346,台北市蛋黃區舊公寓，都更危老的價值是？,2020-07-02 17:16,1,2,3,0.3333333333333333,0.6666666666666666
418,https://www.mobile01.com/topicdetail.php?f=454&t=6131928,請問牆上這管子的功能？,2020-07-02 09:27,1,3,4,0.25,0.75
419,https://www.mobile01.com/topicdetail.php?f=454&t=6129121,台北南港預售屋東驛家和,2020-06-28 22:05,2,0,2,1.0,0.0
420,https://www.mobile01.com/topicdetail.php?f=454&t=6131455,租屋驚見靠近雙捷運爽翻？行家揭「暗黑真相」：很會騙欸,2020-07-01 14:39,1,0,1,1.0,0.0
421,https://www.mobile01.com/topicdetail.php?f=454&t=6130636,自刪,2020-06-30 15:39,4,1,5,0.8,0.2
422,https://www.mobile01.com/topicdetail.php?f=454&t=5936304,內湖建案醍湖賞屋心得,2019-10-28 18:58,7,23,30,0.23333333333333334,0.7666666666666667
423,https://www.mobile01.com/topicdetail.php?f=454&t=6122055,"爸媽幫忙出頭期款, 贈與稅怎麼辦?",2020-06-19 15:59,10,10,20,0.5,0.5
424,https://www.mobile01.com/topicdetail.php?f=454&t=6073025,連雲台北學  中山區龍江路 建案詢問,2020-04-19 21:16,10,9,19,0.5263157894736842,0.47368421052631576
425,https://www.mobile01.com/topicdetail.php?f=454&t=6116415,首泰城人之美 建國北路 預售案,2020-06-13 14:48,4,4,8,0.5,0.5
426,https://www.mobile01.com/topicdetail.php?f=454&t=6123743,房地產落底?看看北市買賣件數還在滑落探底,2020-06-21 18:37,0,2,2,0.0,1.0
427,https://www.mobile01.com/topicdetail.php?f=454&t=6123929,零元購屋的揪團廣告 應該是(預備)詐欺吧,2020-06-21 23:59,1,0,1,1.0,0.0
428,https://www.mobile01.com/topicdetail.php?f=454&t=5995120,(5分)請問台北市建議買文山區還是萬華區?(公司在中和員山路靠近板橋這),2020-01-05 00:20,9,12,21,0.42857142857142855,0.5714285714285714
429,https://www.mobile01.com/topicdetail.php?f=454&t=6080386,房屋稅疑問,2020-04-28 23:57,1,1,2,0.5,0.5
430,https://www.mobile01.com/topicdetail.php?f=454&t=6095433,內湖老公寓 vs 汐止新大樓,2020-05-18 13:51,57,65,122,0.4672131147540984,0.5327868852459017
431,https://www.mobile01.com/topicdetail.php?f=454&t=6122416,是的創意廣告有限公司 不肖陳姓代銷請小心,2020-06-20 00:49,2,0,2,1.0,0.0
432,https://www.mobile01.com/topicdetail.php?f=454&t=6122343,請教:老舊公寓增建電梯,2020-06-19 21:55,0,1,1,0.0,1.0
433,https://www.mobile01.com/topicdetail.php?f=454&t=6122190,"公寓樓梯間公共電線要重拉,請推薦台北松山區中山區水電行",2020-06-19 18:05,0,1,1,0.0,1.0
434,https://www.mobile01.com/topicdetail.php?f=454&t=6079225,不靠別人，台北市買得起3500萬左右的房子，大概是怎樣經濟收入的?,2020-04-27 17:27,28,56,84,0.3333333333333333,0.6666666666666666
435,https://www.mobile01.com/topicdetail.php?f=454&t=6114848,徵求有關屋頂防水層的經驗談,2020-06-11 13:21,4,8,12,0.3333333333333333,0.6666666666666666
436,https://www.mobile01.com/topicdetail.php?f=454&t=6110675,大同區～宏國 大道城 有人看過了嗎,2020-06-06 13:07,2,10,12,0.16666666666666666,0.8333333333333334
437,https://www.mobile01.com/topicdetail.php?f=454&t=6115423,影／大安區「平價路段」名宅現跌價 專家洩：百萬行情恐難保,2020-06-12 02:21,2,1,3,0.6666666666666666,0.3333333333333333
438,https://www.mobile01.com/topicdetail.php?f=454&t=6118748,[請益] 台北市市區捷運附近含車位套房 容易轉手嗎?,2020-06-15 15:54,0,6,6,0.0,1.0
439,https://www.mobile01.com/topicdetail.php?f=454&t=6090687,北投士林科學園區有啥進展嗎～～～,2020-05-12 18:15,6,8,14,0.42857142857142855,0.5714285714285714
440,https://www.mobile01.com/topicdetail.php?f=454&t=6105549,[請益] 收斂過後的再次抉擇,2020-05-31 11:55,4,17,21,0.19047619047619047,0.8095238095238095
441,https://www.mobile01.com/topicdetail.php?f=454&t=5617744,昱錩建設,2018-11-02 18:58,2,3,5,0.4,0.6
442,https://www.mobile01.com/topicdetail.php?f=454&t=2169170,南港新建案 每坪喊200萬,2011-05-23 22:10,7,22,29,0.2413793103448276,0.7586206896551724
443,https://www.mobile01.com/topicdetail.php?f=454&t=6114948,請問要協議合建還是直接賣掉？,2020-06-11 15:14,1,6,7,0.14285714285714285,0.8571428571428571
444,https://www.mobile01.com/topicdetail.php?f=454&t=6108921,台北市附近的塔位,2020-06-04 09:50,4,4,8,0.5,0.5
445,https://www.mobile01.com/topicdetail.php?f=454&t=6111829,請教一下水源路的兩個案子,2020-06-07 22:11,3,3,6,0.5,0.5
446,https://www.mobile01.com/topicdetail.php?f=454&t=6102561,中正區的和平官址有人看過嗎?,2020-05-27 10:57,7,3,10,0.7,0.3
447,https://www.mobile01.com/topicdetail.php?f=454&t=6065282,國父紀念館對面有新的都更案嗎？,2020-04-09 16:52,2,3,5,0.4,0.6
448,https://www.mobile01.com/topicdetail.php?f=454&t=6111778,"仁愛圓環附近名宅「鳳翔」 頂樓戶摔破百萬單價 ,台商回流越掃越低",2020-06-07 20:59,1,0,1,1.0,0.0
449,https://www.mobile01.com/topicdetail.php?f=454&t=2035412,北市中正區的建案？,2011-03-01 23:09,14,18,32,0.4375,0.5625
450,https://www.mobile01.com/topicdetail.php?f=454&t=6111160,士林云硯-看屋簡單心得,2020-06-07 00:13,3,1,4,0.75,0.25
451,https://www.mobile01.com/topicdetail.php?f=454&t=6110297,萬華驚見超薄「紙片屋」！網笑：瘦的才能住,2020-06-05 19:00,0,1,1,0.0,1.0
452,https://www.mobile01.com/topicdetail.php?f=454&t=6110116,請問格局修改建議,2020-06-05 15:37,2,0,2,1.0,0.0
453,https://www.mobile01.com/topicdetail.php?f=454&t=6109563,搶『中研高登』建商法拍 昨全數衝破二標結案,2020-06-04 22:28,1,0,1,1.0,0.0
454,https://www.mobile01.com/topicdetail.php?f=454&t=6107996,（5分）新北市有沒有靠近捷運站，提供長期住宿（一年以上），供吃的廟？,2020-06-03 08:58,2,0,2,1.0,0.0
455,https://www.mobile01.com/topicdetail.php?f=454&t=2086122,想真正了解房市走勢的人進來吧!,2011-04-01 13:49,143,284,427,0.33489461358313816,0.6651053864168618
456,https://www.mobile01.com/topicdetail.php?f=454&t=6104126,房子賠售就是爽，這就是人性,2020-05-29 11:39,3,3,6,0.5,0.5
457,https://www.mobile01.com/topicdetail.php?f=454&t=6040713,"(5分)請問屋齡36年台北市公寓,氯離子平均值是0.582公斤/立方公尺,算海砂屋,可以買嗎?",2020-03-08 21:18,2,3,5,0.4,0.6
458,https://www.mobile01.com/topicdetail.php?f=454&t=3929592,內湖路二段友座建設之碧湖君品,2014-05-31 01:20,19,33,52,0.36538461538461536,0.6346153846153846
459,https://www.mobile01.com/topicdetail.php?f=454&t=6098847,（5分）請問臺北市買有電梯的套房，以後會容易套牢嗎？,2020-05-22 12:17,8,6,14,0.5714285714285714,0.42857142857142855
460,https://www.mobile01.com/topicdetail.php?f=454&t=6082158,研究台北別墅,2020-05-01 01:01,20,31,51,0.39215686274509803,0.6078431372549019
461,https://www.mobile01.com/topicdetail.php?f=454&t=1189774,請問遠雄安和有人推薦嗎,2009-08-15 14:02,10,18,28,0.35714285714285715,0.6428571428571429
462,https://www.mobile01.com/topicdetail.php?f=454&t=6029575,北投唭哩岸樸X聲對面新建案,2020-02-22 18:16,5,2,7,0.7142857142857143,0.2857142857142857
463,https://www.mobile01.com/topicdetail.php?f=454&t=6101729,榮星花園附近，龍江路五常街口附近建案,2020-05-26 09:57,2,3,5,0.4,0.6
464,https://www.mobile01.com/topicdetail.php?f=454&t=5817676,大安區最近房價,2019-06-11 19:27,24,27,51,0.47058823529411764,0.5294117647058824
465,https://www.mobile01.com/topicdetail.php?f=454&t=1539356,自住該選內湖或汐止,2010-05-04 09:18,55,81,136,0.40441176470588236,0.5955882352941176
466,https://www.mobile01.com/topicdetail.php?f=454&t=6093934,有關北投捷運布拉格社區,2020-05-16 16:10,5,1,6,0.8333333333333334,0.16666666666666666
467,https://www.mobile01.com/topicdetail.php?f=454&t=6092693,天花板掉一塊下來，已有正確解答^ - ^不會有結構性安全問題，單純的就是溫度熱脹冷縮造成保溫管外層破裂，可自行施工處理。,2020-05-15 08:06,6,10,16,0.375,0.625
468,https://www.mobile01.com/topicdetail.php?f=454&t=5862097,請問有人看過中正區的阿曼學學嗎？,2019-08-03 02:11,2,1,3,0.6666666666666666,0.3333333333333333
469,https://www.mobile01.com/topicdetail.php?f=454&t=6090765,"(5分)台北市房子,兩房，有電梯的，在我家附近靠近墳墓。我查過實價登錄，一坪平均是40.2萬。19.5坪, 第一次 出價要出多少錢?",2020-05-12 21:26,3,7,10,0.3,0.7
470,https://www.mobile01.com/topicdetail.php?f=454&t=6096742,昆陽園建案南邊的都更區域,2020-05-20 01:14,1,1,2,0.5,0.5
471,https://www.mobile01.com/topicdetail.php?f=454&t=6090350,議價三次 建商不賣,2020-05-12 13:08,40,80,120,0.3333333333333333,0.6666666666666666
472,https://www.mobile01.com/topicdetail.php?f=454&t=6094698,社區保全管理,2020-05-17 17:52,3,2,5,0.6,0.4
473,https://www.mobile01.com/topicdetail.php?f=454&t=6094593,恆合江山、昭揚天際,2020-05-17 15:10,0,1,1,0.0,1.0
474,https://www.mobile01.com/topicdetail.php?f=454&t=6056095,台北市房租怎麼這麼高阿...是房租有在漲還是我房東太佛?,2020-03-28 14:30,9,19,28,0.32142857142857145,0.6785714285714286
475,https://www.mobile01.com/topicdetail.php?f=454&t=6091080,台灣大學附近租屋資訊,2020-05-13 10:25,10,2,12,0.8333333333333334,0.16666666666666666
476,https://www.mobile01.com/topicdetail.php?f=454&t=5663200,有人已經買大同區 城市莊園的嗎？求分享!,2018-12-16 01:31,21,26,47,0.44680851063829785,0.5531914893617021
477,https://www.mobile01.com/topicdetail.php?f=454&t=6081539,為什麼現在公設比都這麼高？,2020-04-30 11:29,9,22,31,0.2903225806451613,0.7096774193548387
478,https://www.mobile01.com/topicdetail.php?f=454&t=6080489,[請益] 大台北地區的選擇,2020-04-29 09:03,12,15,27,0.4444444444444444,0.5555555555555556
479,https://www.mobile01.com/topicdetail.php?f=454&t=6074114,敦化國小/中正國小/松山國小?,2020-04-21 10:30,6,7,13,0.46153846153846156,0.5384615384615384
480,https://www.mobile01.com/topicdetail.php?f=454&t=6089987,北投「晴靚大地」-免費浴衣體驗-賞屋-北投一日遊,2020-05-11 22:37,1,0,1,1.0,0.0
481,https://www.mobile01.com/topicdetail.php?f=454&t=6064749,習近平極可能對台灣有所行動....,2020-04-09 00:00,11,13,24,0.4583333333333333,0.5416666666666666
482,https://www.mobile01.com/topicdetail.php?f=454&t=5898394,台北市失敗的人行道,2019-09-12 16:33,7,36,43,0.16279069767441862,0.8372093023255814
483,https://www.mobile01.com/topicdetail.php?f=454&t=6080733,買房會在意航道問題嗎？,2020-04-29 13:08,7,1,8,0.875,0.125
484,https://www.mobile01.com/topicdetail.php?f=454&t=6089081,北投唭哩岸 -- 維正理安,2020-05-10 20:51,1,1,2,0.5,0.5
485,https://www.mobile01.com/topicdetail.php?f=454&t=6038407,有人看過萬華的東園綻嗎？,2020-03-05 13:25,4,3,7,0.5714285714285714,0.42857142857142855
486,https://www.mobile01.com/topicdetail.php?f=454&t=6075222,再興幼兒園就讀?,2020-04-22 15:04,2,8,10,0.2,0.8
487,https://www.mobile01.com/topicdetail.php?f=454&t=6086009,象山下的公寓幫估個價～,2020-05-06 16:51,3,2,5,0.6,0.4
488,https://www.mobile01.com/topicdetail.php?f=454&t=6084243,地上物反還和解的時效問題,2020-05-04 11:59,0,4,4,0.0,1.0
489,https://www.mobile01.com/topicdetail.php?f=454&t=5533456,［交流］翔譽愛力承購戶(已建立群組),2018-08-04 20:32,16,3,19,0.8421052631578947,0.15789473684210525
490,https://www.mobile01.com/topicdetail.php?f=454&t=6043352,刪除刪除刪除刪除刪除刪除刪除刪除,2020-03-12 08:51,1,4,5,0.2,0.8
491,https://www.mobile01.com/topicdetail.php?f=454&t=6042271,買小套房,2020-03-10 18:04,2,10,12,0.16666666666666666,0.8333333333333334
492,https://www.mobile01.com/topicdetail.php?f=454&t=4300794,老人家說不要買2樓,2015-03-10 17:21,14,15,29,0.4827586206896552,0.5172413793103449
493,https://www.mobile01.com/topicdetail.php?f=454&t=6071524,首購屋新北有推薦的嗎?土城區、新莊重劃區、板橋地區要新成屋,2020-04-17 15:45,1,4,5,0.2,0.8
494,https://www.mobile01.com/topicdetail.php?f=454&t=1761382,力麒首御和力麒麒御的優點,2010-09-17 20:17,6,12,18,0.3333333333333333,0.6666666666666666
495,https://www.mobile01.com/topicdetail.php?f=454&t=5928303,石牌 承璽集美建案,2019-10-19 01:30,5,3,8,0.625,0.375
496,https://www.mobile01.com/topicdetail.php?f=454&t=6074442,20~24坪的產品  以及大同區的發展,2020-04-21 16:26,4,5,9,0.4444444444444444,0.5555555555555556
497,https://www.mobile01.com/topicdetail.php?f=454&t=6078810,台北市新生北路二段41巷這邊的海沙都更,2020-04-27 09:47,1,0,1,1.0,0.0
498,https://www.mobile01.com/topicdetail.php?f=454&t=5719067,轉手秒賠1445萬！內湖「慘賠一條街」又傳災情.3年12戶斷頭逃命,2019-02-20 21:41,4,1,5,0.8,0.2
499,https://www.mobile01.com/topicdetail.php?f=454&t=6056405,要改稱「天鳳國」了！北市2019年女性購屋量大於男性,2020-03-28 19:49,3,6,9,0.3333333333333333,0.6666666666666666
500,https://www.mobile01.com/topicdetail.php?f=454&t=5824609,大同區瓏山林新建案，含裝潢家電???,2019-06-19 21:12,11,13,24,0.4583333333333333,0.5416666666666666
501,https://www.mobile01.com/topicdetail.php?f=454&t=6001694,老屋與新屋,2020-01-12 15:49,10,8,18,0.5555555555555556,0.4444444444444444
502,https://www.mobile01.com/topicdetail.php?f=454&t=5805339,雨水倒灌健康公宅水淹腳踝電梯故障,2019-05-28 15:41,4,6,10,0.4,0.6
503,https://www.mobile01.com/topicdetail.php?f=454&t=6075183,「臺北蓋水」特色人孔蓋化鑄鐵為街頭之美，萬華、大同、中正、南港城市翻新,2020-04-22 14:22,0,1,1,0.0,1.0
504,https://www.mobile01.com/topicdetail.php?f=454&t=5579938,大同區預售案 城市莊園/吉美樂河,2018-09-23 14:34,23,9,32,0.71875,0.28125
505,https://www.mobile01.com/topicdetail.php?f=454&t=6074598,"(5分)請問從星期天晚上8點從台北市松山捷運站開車到興隆路二段那兒,走信義快速道路快? 還是走基隆路快?",2020-04-21 19:59,1,2,3,0.3333333333333333,0.6666666666666666
506,https://www.mobile01.com/topicdetail.php?f=454&t=3999549,台北的房價有曾經下跌過嗎 ?,2014-07-20 16:28,30,51,81,0.37037037037037035,0.6296296296296297
507,https://www.mobile01.com/topicdetail.php?f=454&t=6067059,實價登錄價錢混亂,2020-04-12 03:24,2,3,5,0.4,0.6
508,https://www.mobile01.com/topicdetail.php?f=454&t=5886107,民生社區 將作建設-民生鉑月 有人也看過了嗎?,2019-08-31 08:43,3,1,4,0.75,0.25
509,https://www.mobile01.com/topicdetail.php?f=454&t=2293456,兩個朋友，一個做仲介，一個做估價師，到底要聽誰的話？,2011-08-09 10:17,17,28,45,0.37777777777777777,0.6222222222222222
510,https://www.mobile01.com/topicdetail.php?f=454&t=6039876,台北大安民劭里房價?,2020-03-07 15:42,1,5,6,0.16666666666666666,0.8333333333333334
511,https://www.mobile01.com/topicdetail.php?f=454&t=6069566,有跟土地蟑螂過招的經驗嗎?,2020-04-15 10:36,1,1,2,0.5,0.5
512,https://www.mobile01.com/topicdetail.php?f=454&t=1904732,關渡平原為什麼不開發呢?,2010-12-09 04:06,12,30,42,0.2857142857142857,0.7142857142857143
513,https://www.mobile01.com/topicdetail.php?f=454&t=6062937,請問台北市的朋友們，台北市目前共有幾條地下街？,2020-04-06 18:45,4,7,11,0.36363636363636365,0.6363636363636364
514,https://www.mobile01.com/topicdetail.php?f=454&t=6053533,大樓房子在捷運站旁會很吵嗎?,2020-03-25 10:02,6,14,20,0.3,0.7
515,https://www.mobile01.com/topicdetail.php?f=454&t=6051638,松江路小套房購屋詢問,2020-03-22 23:11,36,27,63,0.5714285714285714,0.42857142857142855
516,https://www.mobile01.com/topicdetail.php?f=454&t=3494843,青年公園旁的南一社區有可能都更嗎,2013-08-09 21:53,4,12,16,0.25,0.75
517,https://www.mobile01.com/topicdetail.php?f=454&t=5485110,西門町的宏普西寓VS北投(近天母)的天母SOHO選擇,2018-06-11 17:24,7,8,15,0.4666666666666667,0.5333333333333333
518,https://www.mobile01.com/topicdetail.php?f=454&t=6058782,delete,2020-04-01 03:19,0,4,4,0.0,1.0
519,https://www.mobile01.com/topicdetail.php?f=454&t=5956395,悅成功-建案有沒有高手看過呢？,2019-11-20 22:21,1,6,7,0.14285714285714285,0.8571428571428571
520,https://www.mobile01.com/topicdetail.php?f=454&t=6052709,天母杉居評價,2020-03-24 10:01,0,2,2,0.0,1.0
521,https://www.mobile01.com/topicdetail.php?f=454&t=5542227,預算1500的新婚夫婦北市尋屋血淚記 (9/13已買到，2019/11/14再更新),2018-08-14 15:11,109,127,236,0.461864406779661,0.538135593220339
522,https://www.mobile01.com/topicdetail.php?f=454&t=6050205,"(5分)請問台北市的大樓距離加油站25公尺,這樣好嗎 ?",2020-03-20 20:17,8,9,17,0.47058823529411764,0.5294117647058824
523,https://www.mobile01.com/topicdetail.php?f=454&t=6057612,危老合建>>建商是否有搬家/租金/店面租金  補助,2020-03-30 16:37,0,5,5,0.0,1.0
524,https://www.mobile01.com/topicdetail.php?f=454&t=5864555,景美天際SKYLINE已購戶開設FB社團交流,2019-08-06 10:20,6,0,6,1.0,0.0
525,https://www.mobile01.com/topicdetail.php?f=454&t=6052122,請問有住在大龍夜市附近的住戶嗎?,2020-03-23 14:34,3,5,8,0.375,0.625
526,https://www.mobile01.com/topicdetail.php?f=454&t=6053648,聚昇陽,2020-03-25 11:37,0,1,1,0.0,1.0
527,https://www.mobile01.com/topicdetail.php?f=454&t=6052458,南港青空建案,2020-03-23 21:26,1,0,1,1.0,0.0
528,https://www.mobile01.com/topicdetail.php?f=454&t=6048342,租屋真的要找很久嗎？,2020-03-18 19:38,2,9,11,0.18181818181818182,0.8181818181818182
529,https://www.mobile01.com/topicdetail.php?f=454&t=6024838,撫遠街跑道頭與三重社區大樓的選擇,2020-02-16 02:09,5,6,11,0.45454545454545453,0.5454545454545454
530,https://www.mobile01.com/topicdetail.php?f=454&t=6042407,請問有人彩繪自己所有的社區地下停車格嗎?,2020-03-10 21:34,2,6,8,0.25,0.75
531,https://www.mobile01.com/topicdetail.php?f=454&t=6045002,以前台北房價_ 網路老照片,2020-03-14 11:11,1,8,9,0.1111111111111111,0.8888888888888888
532,https://www.mobile01.com/topicdetail.php?f=454&t=5960641,萬華東騰元町賞屋心得,2019-11-26 12:51,44,47,91,0.4835164835164835,0.5164835164835165
533,https://www.mobile01.com/topicdetail.php?f=454&t=5931249,請問大安區台大龍門建案,2019-10-22 20:47,2,4,6,0.3333333333333333,0.6666666666666666
534,https://www.mobile01.com/topicdetail.php?f=454&t=883179,台北市松山區三民路80巷2~8號,2008-12-26 13:41,18,46,64,0.28125,0.71875
535,https://www.mobile01.com/topicdetail.php?f=454&t=5982466,為了學區買間小房好嗎,2019-12-22 09:21,12,14,26,0.46153846153846156,0.5384615384615384
536,https://www.mobile01.com/topicdetail.php?f=454&t=5037126,有線電視，總幹事說我們社區只跟長德簽約，但是我想接北都,2017-01-10 07:52,12,27,39,0.3076923076923077,0.6923076923076923
537,https://www.mobile01.com/topicdetail.php?f=454&t=6008302,一个大的房间内如果没有窗户，该怎么做才会睡起来感受舒服一点,2020-01-22 11:51,4,5,9,0.4444444444444444,0.5555555555555556
538,https://www.mobile01.com/topicdetail.php?f=454&t=5948410,慘況 : 台北市單向道二側都停車,2019-11-11 17:17,9,25,34,0.2647058823529412,0.7352941176470589
539,https://www.mobile01.com/topicdetail.php?f=454&t=6021358,好像台北房地產市場沈悶 - 台北房市出現四不 業者﹕死魚盤難解 ( 經濟日報房地產版),2020-02-11 21:18,7,18,25,0.28,0.72
540,https://www.mobile01.com/topicdetail.php?f=454&t=6009760,（5分）請問買房子投資（非自住），請問裡面是不是有房客比較好？直接繼續收房租（用來交部分的房貸）,2020-01-25 07:44,6,3,9,0.6666666666666666,0.3333333333333333
541,https://www.mobile01.com/topicdetail.php?f=454&t=6038785,請教台北市明湖國小後方的國宅優缺點?!,2020-03-05 23:30,2,1,3,0.6666666666666666,0.3333333333333333
542,https://www.mobile01.com/topicdetail.php?f=454&t=6032006,北投復興崗房價,2020-02-25 21:41,0,6,6,0.0,1.0
